queryid_pep	pfam_id	pfam_description
evm.model.HIC_ASM_4.13725_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_10.241_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_4.13603_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_11.1841.1_Akon	PF00355	Rieske [2Fe-2S] domain
evm.model.HIC_ASM_11.1841.1_Akon	PF19112	VanA_C
evm.model.HIC_ASM_11.1841.1_Akon	PF08417	Pheophorbide a oxygenase
evm.model.HIC_ASM_1.8204_Akon	PF03140	Plant protein of unknown function
evm.model.HIC_ASM_9.5548_Akon	PF04928	Poly(A) polymerase central domain
evm.model.HIC_ASM_9.5548_Akon	PF04926	Poly(A) polymerase predicted RNA binding domain
evm.model.HIC_ASM_9.5548_Akon	PF01909	Nucleotidyltransferase domain
evm.model.HIC_ASM_0.5579_Akon	PF13649	Methyltransferase domain
evm.model.HIC_ASM_12.5098_Akon	PF00240	Ubiquitin family
evm.model.CTG_5281.2_Akon	PF12850	Calcineurin-like phosphoesterase superfamily domain
evm.model.HIC_ASM_0.6061_Akon	PF12850	Calcineurin-like phosphoesterase superfamily domain
evm.model.CTG_9502.4_Akon	PF02887	Pyruvate kinase, alpha/beta domain
evm.model.CTG_9502.4_Akon	PF00224	Pyruvate kinase, barrel domain
evm.model.HIC_ASM_0.6262_Akon	PF00664	ABC transporter transmembrane region
evm.model.HIC_ASM_0.6262_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_12.5171.1_Akon	PF09588	YqaJ-like viral recombinase domain
evm.model.HIC_ASM_9.2017_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_4.893_Akon	PF12068	Domain of unknown function (DUF3548)
evm.model.HIC_ASM_4.893_Akon	PF00566	Rab-GTPase-TBC domain
evm.model.HIC_ASM_6.9139_Akon	PF01485	IBR domain, a half RING-finger domain
evm.model.HIC_ASM_6.9157_Akon	PF01485	IBR domain, a half RING-finger domain
evm.model.HIC_ASM_4.2669_Akon	PF01485	IBR domain, a half RING-finger domain
evm.model.HIC_ASM_4.2665_Akon	PF01485	IBR domain, a half RING-finger domain
evm.model.HIC_ASM_10.4598_evm.model.HIC_ASM_10.4596_Akon	PF02453	Reticulon
evm.model.HIC_ASM_9.9872_Akon	PF06814	Lung seven transmembrane receptor
evm.model.HIC_ASM_4.14822_Akon	PF00566	Rab-GTPase-TBC domain
evm.model.HIC_ASM_5.8892_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_10.226_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_5.8949_Akon	PF00153	Mitochondrial carrier protein
evm.model.CTG_2234.1_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_11.2214_Akon	PF03151	Triose-phosphate Transporter family
evm.model.HIC_ASM_11.2193_Akon	PF03151	Triose-phosphate Transporter family
evm.model.HIC_ASM_9.7565_evm.model.HIC_ASM_9.7567_Akon	PF13639	Ring finger domain
evm.model.HIC_ASM_7.989_Akon	PF03896	Translocon-associated protein (TRAP), alpha subunit
evm.model.CTG_143.6_Akon	PF12937	F-box-like
evm.model.HIC_ASM_5.8486_Akon	PF12937	F-box-like
evm.model.HIC_ASM_10.1532_Akon	PF12678	RING-H2 zinc finger domain
evm.model.HIC_ASM_6.1019_Akon	PF12678	RING-H2 zinc finger domain
evm.model.HIC_ASM_6.1000_Akon	PF12678	RING-H2 zinc finger domain
evm.model.CTG_8367.7_Akon	PF12678	RING-H2 zinc finger domain
evm.model.CTG_2332.3_Akon	PF09767	Predicted membrane protein (DUF2053)
evm.model.HIC_ASM_5.11954_Akon	PF09767	Predicted membrane protein (DUF2053)
evm.model.HIC_ASM_5.11949_Akon	PF09767	Predicted membrane protein (DUF2053)
evm.model.HIC_ASM_2.7431.5_Akon	PF09269	Domain of unknown function (DUF1967)
evm.model.HIC_ASM_2.7431.5_Akon	PF01018	GTP1/OBG
evm.model.HIC_ASM_2.7431.5_Akon	PF01926	50S ribosome-binding GTPase
evm.model.HIC_ASM_2.7460_Akon	PF09269	Domain of unknown function (DUF1967)
evm.model.HIC_ASM_2.7460_Akon	PF01018	GTP1/OBG
evm.model.HIC_ASM_2.7460_Akon	PF01926	50S ribosome-binding GTPase
evm.model.HIC_ASM_3.9344.1_Akon	PF01466	Skp1 family, dimerisation domain
evm.model.HIC_ASM_3.9344.1_Akon	PF03931	Skp1 family, tetramerisation domain
evm.model.HIC_ASM_10.1699.5_Akon	PF01466	Skp1 family, dimerisation domain
evm.model.HIC_ASM_10.1699.5_Akon	PF03931	Skp1 family, tetramerisation domain
evm.model.HIC_ASM_10.1739.2_Akon	PF01466	Skp1 family, dimerisation domain
evm.model.HIC_ASM_10.1739.2_Akon	PF03931	Skp1 family, tetramerisation domain
evm.model.HIC_ASM_5.12125_Akon	PF00701	Dihydrodipicolinate synthetase family
evm.model.HIC_ASM_5.12136_Akon	PF00701	Dihydrodipicolinate synthetase family
evm.model.HIC_ASM_11.1982_Akon	PF00701	Dihydrodipicolinate synthetase family
evm.model.HIC_ASM_4.1907.3_Akon	PF03106	WRKY DNA -binding domain
evm.model.CTG_3850.2_Akon	PF03106	WRKY DNA -binding domain
evm.model.HIC_ASM_9.10044_Akon	PF03106	WRKY DNA -binding domain
evm.model.HIC_ASM_12.1247_evm.model.HIC_ASM_12.1243_Akon	PF05922	Peptidase inhibitor I9
evm.model.HIC_ASM_12.1247_evm.model.HIC_ASM_12.1243_Akon	PF17766	fn3_6
evm.model.HIC_ASM_12.1247_evm.model.HIC_ASM_12.1243_Akon	PF00082	Subtilase family
evm.model.CTG_17094.9_Akon	PF03195	Lateral organ boundaries (LOB) domain
evm.model.HIC_ASM_1.10307_Akon	PF13639	Ring finger domain
evm.model.CTG_18199.8_Akon	PF13639	Ring finger domain
evm.model.HIC_ASM_0.602_Akon	PF08534	Redoxin
evm.model.HIC_ASM_1.3818_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_1.3818_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_12.4818_Akon	PF07944	Beta-L-arabinofuranosidase, GH127
evm.model.HIC_ASM_12.4763_Akon	PF07944	Beta-L-arabinofuranosidase, GH127
evm.model.HIC_ASM_8.6967_Akon	PF08325	WLM domain
evm.model.HIC_ASM_8.6967_Akon	PF00641	Zn-finger in Ran binding protein and others
evm.model.HIC_ASM_10.1317.3_Akon	PF08718	Glycolipid transfer protein (GLTP)
evm.model.HIC_ASM_6.2702_Akon	PF08718	Glycolipid transfer protein (GLTP)
evm.model.CTG_19927.8_Akon	PF08718	Glycolipid transfer protein (GLTP)
evm.model.HIC_ASM_10.1260.3_Akon	PF08718	Glycolipid transfer protein (GLTP)
evm.model.HIC_ASM_12.4930_Akon	PF02146	Sir2 family
evm.model.HIC_ASM_5.2125_Akon	PF01722	BolA-like protein
evm.model.HIC_ASM_5.2125_Akon	PF02657	Fe-S metabolism associated domain
evm.model.HIC_ASM_12.105_Akon	PF02148	Zn-finger in ubiquitin-hydrolases and other protein
evm.model.HIC_ASM_12.105_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.HIC_ASM_12.15_Akon	PF02148	Zn-finger in ubiquitin-hydrolases and other protein
evm.model.HIC_ASM_12.15_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.HIC_ASM_0.2867_Akon	PF11955	Plant organelle RNA recognition domain
evm.model.HIC_ASM_0.2862_Akon	PF11955	Plant organelle RNA recognition domain
evm.model.HIC_ASM_6.9477_Akon	PF00566	Rab-GTPase-TBC domain
evm.model.HIC_ASM_4.731.2_Akon	PF00071	Ras family
evm.model.HIC_ASM_9.8593_Akon	PF03016	Exostosin family
evm.model.HIC_ASM_4.5768_Akon	PF09415	CENP-S associating Centromere protein X
evm.model.CTG_18739.10_Akon	PF13041	PPR repeat family
evm.model.CTG_18739.10_Akon	PF14432	DYW family of nucleic acid deaminases
evm.model.CTG_18739.10_Akon	PF12854	PPR repeat
evm.model.CTG_18739.10_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_0.4958_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.HIC_ASM_0.5411_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.HIC_ASM_0.4928_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.HIC_ASM_6.1807_Akon	PF00782	Dual specificity phosphatase, catalytic domain
evm.model.CTG_11559.2_Akon	PF00782	Dual specificity phosphatase, catalytic domain
evm.model.HIC_ASM_4.14692_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_4.14686_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_5.2161_Akon	PF06203	CCT motif
evm.model.HIC_ASM_11.532_Akon	PF16884	N-terminal domain of oxidoreductase
evm.model.HIC_ASM_11.532_Akon	PF00107	Zinc-binding dehydrogenase
evm.model.HIC_ASM_11.530_Akon	PF16884	N-terminal domain of oxidoreductase
evm.model.HIC_ASM_11.530_Akon	PF00107	Zinc-binding dehydrogenase
evm.model.CTG_12009.1.1_Akon	PF01966	HD domain
evm.model.HIC_ASM_11.539_Akon	PF00795	Carbon-nitrogen hydrolase
evm.model.HIC_ASM_11.539_Akon	PF02540	NAD synthase
evm.model.HIC_ASM_4.1881.1_Akon	PF14538	Raptor N-terminal CASPase like domain
evm.model.HIC_ASM_4.1881.1_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_4.13822_Akon	PF14368	Probable lipid transfer
evm.model.CTG_3780.12_Akon	PF03214	Reversibly glycosylated polypeptide
evm.model.HIC_ASM_5.11638_Akon	PF03214	Reversibly glycosylated polypeptide
evm.model.CTG_3998.5_Akon	PF03033	Glycosyltransferase family 28 N-terminal domain
evm.model.HIC_ASM_6.1207_Akon	PF03033	Glycosyltransferase family 28 N-terminal domain
evm.model.HIC_ASM_6.598_Akon	PF01373	Glycosyl hydrolase family 14
evm.model.HIC_ASM_12.4022_Akon	PF02485	Core-2/I-Branching enzyme
evm.model.HIC_ASM_9.7075_Akon	PF05008	Vesicle transport v-SNARE protein N-terminus
evm.model.HIC_ASM_2.5374_Akon	PF05008	Vesicle transport v-SNARE protein N-terminus
evm.model.HIC_ASM_9.7091_Akon	PF05008	Vesicle transport v-SNARE protein N-terminus
evm.model.HIC_ASM_11.6757.1_Akon	PF00043	Glutathione S-transferase, C-terminal domain
evm.model.HIC_ASM_11.6757.1_Akon	PF02798	Glutathione S-transferase, N-terminal domain
evm.model.CTG_15213.5_Akon	PF00043	Glutathione S-transferase, C-terminal domain
evm.model.CTG_15213.5_Akon	PF02798	Glutathione S-transferase, N-terminal domain
evm.model.HIC_ASM_3.6697.9_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.CTG_2646.2_Akon	PF05191	Adenylate kinase, active site lid
evm.model.HIC_ASM_11.993_Akon	PF05191	Adenylate kinase, active site lid
evm.model.CTG_12193.5_Akon	PF05191	Adenylate kinase, active site lid
evm.model.HIC_ASM_4.2594_Akon	PF05191	Adenylate kinase, active site lid
evm.model.HIC_ASM_12.5008_Akon	PF13639	Ring finger domain
evm.model.HIC_ASM_6.324_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_6.344_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_0.6270.9_Akon	PF00168	C2 domain
evm.model.HIC_ASM_0.6270.9_Akon	PF01412	Putative GTPase activating protein for Arf
evm.model.HIC_ASM_11.1501_Akon	PF17942	Morc6_S5
evm.model.HIC_ASM_12.5029_Akon	PF12796	Ankyrin repeats (3 copies)
evm.model.HIC_ASM_9.10057_Akon	PF00071	Ras family
evm.model.HIC_ASM_9.10049_Akon	PF00071	Ras family
evm.model.HIC_ASM_9.9480_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_9.2040_Akon	PF00909	Ammonium Transporter Family
evm.model.HIC_ASM_4.12444_Akon	PF13516	Leucine Rich repeat
evm.model.CTG_7307.80_Akon	PF13516	Leucine Rich repeat
evm.model.HIC_ASM_10.644_Akon	PF13516	Leucine Rich repeat
evm.model.HIC_ASM_2.94_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_2.94_Akon	PF08154	NLE (NUC135) domain
evm.model.CTG_5905.6_Akon	PF00400	WD domain, G-beta repeat
evm.model.CTG_5905.6_Akon	PF08154	NLE (NUC135) domain
evm.model.HIC_ASM_0.5333_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_11.6752_Akon	PF07714	Protein tyrosine kinase
evm.model.CTG_15213.1_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_6.3578_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_6.569_Akon	PF01501	Glycosyl transferase family 8
evm.model.HIC_ASM_6.581_evm.model.HIC_ASM_6.584_Akon	PF01501	Glycosyl transferase family 8
evm.model.HIC_ASM_4.1828_Akon	PF04859	Plant protein of unknown function (DUF641)
evm.model.HIC_ASM_4.1849_Akon	PF04859	Plant protein of unknown function (DUF641)
evm.model.HIC_ASM_11.281_Akon	PF06472	ABC transporter transmembrane region 2
evm.model.HIC_ASM_11.281_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_3.1187_Akon	PF05018	Protein of unknown function (DUF667)
evm.model.HIC_ASM_8.234_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_8.234_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_5.12184_Akon	PF00232	Glycosyl hydrolase family 1
evm.model.HIC_ASM_9.2374_Akon	PF13621	Cupin-like domain
evm.model.CTG_2859.4_Akon	PF00481	Protein phosphatase 2C
evm.model.HIC_ASM_3.881_Akon	PF00498	FHA domain
evm.model.HIC_ASM_3.858_Akon	PF00498	FHA domain
evm.model.HIC_ASM_5.2386_Akon	PF00218	Indole-3-glycerol phosphate synthase
evm.model.CTG_2770.5_Akon	PF09335	SNARE associated Golgi protein
evm.model.HIC_ASM_6.8691_Akon	PF09335	SNARE associated Golgi protein
evm.model.CTG_15839.4_Akon	PF00995	Sec1 family
evm.model.CTG_20042.35_Akon	PF14379	MYB-CC type transfactor, LHEQLE motif
evm.model.CTG_20042.35_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_1.853_Akon	PF14379	MYB-CC type transfactor, LHEQLE motif
evm.model.HIC_ASM_1.853_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_1.530_Akon	PF14379	MYB-CC type transfactor, LHEQLE motif
evm.model.HIC_ASM_1.530_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_11.2826_Akon	PF01805	Surp module
evm.model.HIC_ASM_11.2826_Akon	PF01585	G-patch domain
evm.model.HIC_ASM_11.2829_Akon	PF01805	Surp module
evm.model.HIC_ASM_11.2829_Akon	PF01585	G-patch domain
evm.model.CTG_16899.6_Akon	PF00300	Histidine phosphatase superfamily (branch 1)
evm.model.HIC_ASM_5.12153_Akon	PF00300	Histidine phosphatase superfamily (branch 1)
evm.model.HIC_ASM_7.5787_evm.model.HIC_ASM_7.5788_Akon	PF07819	PGAP1-like protein
evm.model.HIC_ASM_10.915_Akon	PF04884	Vitamin B6 photo-protection and homoeostasis
evm.model.HIC_ASM_5.1378_Akon	PF09298	Fumarylacetoacetase N-terminal
evm.model.HIC_ASM_5.1378_Akon	PF01557	Fumarylacetoacetate (FAA) hydrolase family
evm.model.HIC_ASM_5.1383_evm.model.HIC_ASM_5.1384_Akon	PF09298	Fumarylacetoacetase N-terminal
evm.model.HIC_ASM_5.1383_evm.model.HIC_ASM_5.1384_Akon	PF01557	Fumarylacetoacetate (FAA) hydrolase family
evm.model.CTG_3549.3_Akon	PF05991	YacP-like NYN domain
evm.model.HIC_ASM_9.1357_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_9.1380_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_5.9544_Akon	PF05553	Cotton fibre expressed protein
evm.model.HIC_ASM_5.9544_Akon	PF14364	Domain of unknown function (DUF4408)
evm.model.CTG_14155.1_Akon	PF05553	Cotton fibre expressed protein
evm.model.CTG_14155.1_Akon	PF14364	Domain of unknown function (DUF4408)
evm.model.CTG_14646.6_Akon	PF05553	Cotton fibre expressed protein
evm.model.CTG_14646.6_Akon	PF14364	Domain of unknown function (DUF4408)
evm.model.HIC_ASM_6.595.1_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.HIC_ASM_6.595.1_Akon	PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
evm.model.CTG_10636.5.1_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.CTG_10636.5.1_Akon	PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
evm.model.HIC_ASM_4.453_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_4.454_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_4.455_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_4.415_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_4.406_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_9.3153_Akon	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)
evm.model.HIC_ASM_9.3153_Akon	PF02403	Seryl-tRNA synthetase N-terminal domain
evm.model.HIC_ASM_2.5232_Akon	PF07516	SecA Wing and Scaffold domain
evm.model.HIC_ASM_2.5232_Akon	PF01043	SecA preprotein cross-linking domain
evm.model.HIC_ASM_2.5232_Akon	PF07517	SecA DEAD-like domain
evm.model.CTG_4946.4_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_3.7755_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_5.10443_Akon	PF00806	Pumilio-family RNA binding repeat
evm.model.HIC_ASM_4.952_Akon	PF00806	Pumilio-family RNA binding repeat
evm.model.HIC_ASM_0.4688_Akon	PF03479	Domain of unknown function (DUF296)
evm.model.HIC_ASM_6.952_Akon	PF03479	Domain of unknown function (DUF296)
evm.model.CTG_6052.6_Akon	PF13041	PPR repeat family
evm.model.CTG_6052.6_Akon	PF12854	PPR repeat
evm.model.CTG_6052.6_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_1.10787.1_Akon	PF12697	Alpha/beta hydrolase family
evm.model.CTG_1411.4_Akon	PF04842	Plant protein of unknown function (DUF639)
evm.model.CTG_10065.3_Akon	PF04842	Plant protein of unknown function (DUF639)
evm.model.HIC_ASM_1.10339_Akon	PF04535	Domain of unknown function (DUF588)
evm.model.HIC_ASM_11.1507_Akon	PF00462	Glutaredoxin
evm.model.HIC_ASM_11.1473_Akon	PF00462	Glutaredoxin
evm.model.HIC_ASM_7.5329_Akon	PF02485	Core-2/I-Branching enzyme
evm.model.HIC_ASM_7.5322_Akon	PF02485	Core-2/I-Branching enzyme
evm.model.HIC_ASM_6.9422_Akon	PF00171	Aldehyde dehydrogenase family
evm.model.HIC_ASM_5.10031_Akon	PF06911	Senescence-associated protein
evm.model.HIC_ASM_8.116_Akon	PF00400	WD domain, G-beta repeat
evm.model.CTG_5809.10_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_6.3197_Akon	PF02375	jmjN domain
evm.model.HIC_ASM_6.3197_Akon	PF02928	C5HC2 zinc finger
evm.model.HIC_ASM_6.3197_Akon	PF05965	F/Y rich C-terminus
evm.model.HIC_ASM_6.3197_Akon	PF05964	F/Y-rich N-terminus
evm.model.HIC_ASM_6.3197_Akon	PF02373	JmjC domain, hydroxylase
evm.model.HIC_ASM_11.1211_Akon	PF07687	Peptidase dimerisation domain
evm.model.HIC_ASM_11.1211_Akon	PF01546	Peptidase family M20/M25/M40
evm.model.HIC_ASM_8.6447_evm.model.HIC_ASM_8.6448_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_1.10252_Akon	PF00249	Myb-like DNA-binding domain
evm.model.CTG_16010.2_Akon	PF04564	U-box domain
evm.model.CTG_16010.2_Akon	PF00514	Armadillo/beta-catenin-like repeat
evm.model.HIC_ASM_5.4221_Akon	PF04564	U-box domain
evm.model.HIC_ASM_5.4221_Akon	PF00514	Armadillo/beta-catenin-like repeat
evm.model.HIC_ASM_9.10201_Akon	PF01730	UreF
evm.model.HIC_ASM_2.5349_Akon	PF00664	ABC transporter transmembrane region
evm.model.HIC_ASM_2.5349_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_8.5881_Akon	PF17184	Rit1 N-terminal domain
evm.model.HIC_ASM_8.5881_Akon	PF04179	Rit1 DUSP-like domain
evm.model.HIC_ASM_6.9189_Akon	PF00628	PHD-finger
evm.model.HIC_ASM_6.1128_Akon	PF00628	PHD-finger
evm.model.HIC_ASM_9.1473_Akon	PF00999	Sodium/hydrogen exchanger family
evm.model.HIC_ASM_9.1460_Akon	PF00999	Sodium/hydrogen exchanger family
evm.model.HIC_ASM_9.8816_Akon	PF04818	RNA polymerase II-binding domain.
evm.model.HIC_ASM_1.2106_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_1.2106_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_5.10304_Akon	PF00085	Thioredoxin
evm.model.HIC_ASM_0.5124_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_0.5124_Akon	PF13499	EF-hand domain pair
evm.model.HIC_ASM_0.5128_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_0.5128_Akon	PF13499	EF-hand domain pair
evm.model.HIC_ASM_5.1719_Akon	PF00571	CBS domain
evm.model.HIC_ASM_5.1719_Akon	PF00654	Voltage gated chloride channel
evm.model.HIC_ASM_12.3978_Akon	PF05678	VQ motif
evm.model.HIC_ASM_12.3975_Akon	PF05678	VQ motif
evm.model.CTG_16637.1_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_4.755_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_4.11844_Akon	PF04398	Protein of unknown function, DUF538
evm.model.HIC_ASM_11.365_Akon	PF00415	Regulator of chromosome condensation (RCC1) repeat
evm.model.HIC_ASM_11.325_Akon	PF00415	Regulator of chromosome condensation (RCC1) repeat
evm.model.CTG_5546.5_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_2.6009_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_0.762.1_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_0.5461_Akon	PF01987	Mitochondrial biogenesis AIM24
evm.model.HIC_ASM_6.9493_Akon	PF02893	GRAM domain
evm.model.HIC_ASM_6.9493_Akon	PF00168	C2 domain
evm.model.HIC_ASM_6.9493_Akon	PF16016	Domain of unknown function (DUF4782)
evm.model.HIC_ASM_5.9229_Akon	PF06087	Tyrosyl-DNA phosphodiesterase
evm.model.HIC_ASM_0.5347_Akon	PF03016	Exostosin family
evm.model.CTG_4713.11_Akon	PF03016	Exostosin family
evm.model.CTG_2748.1.2_Akon	PF13621	Cupin-like domain
evm.model.HIC_ASM_5.11220.2_Akon	PF13621	Cupin-like domain
evm.model.HIC_ASM_4.704_Akon	PF18005	eIF3m_C_helix
evm.model.HIC_ASM_4.704_Akon	PF01399	PCI domain
evm.model.HIC_ASM_0.6100_Akon	PF00241	Cofilin/tropomyosin-type actin-binding protein
evm.model.HIC_ASM_8.2727_Akon	PF19055	ABC2_membrane_7
evm.model.HIC_ASM_8.2727_Akon	PF01061	ABC-2 type transporter
evm.model.HIC_ASM_8.2727_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_3.842_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_1.4435.1_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_4.6567_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_4.6567_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_4.6567_Akon	PF17177	Pentacotripeptide-repeat region of PRORP
evm.model.CTG_8406.3_evm.model.CTG_8406.4_Akon	PF14379	MYB-CC type transfactor, LHEQLE motif
evm.model.CTG_8406.3_evm.model.CTG_8406.4_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_8.93_evm.model.HIC_ASM_8.92_Akon	PF00454	Phosphatidylinositol 3- and 4-kinase
evm.model.HIC_ASM_8.93_evm.model.HIC_ASM_8.92_Akon	PF02260	FATC domain
evm.model.HIC_ASM_4.949_Akon	PF12638	Staygreen protein
evm.model.HIC_ASM_10.4107_evm.model.HIC_ASM_10.4106_Akon	PF01770	Folate_carrier
evm.model.HIC_ASM_9.9316_Akon	PF00063	Myosin head (motor domain)
evm.model.HIC_ASM_9.9316_Akon	PF00612	IQ calmodulin-binding motif
evm.model.CTG_473.7_Akon	PF13041	PPR repeat family
evm.model.CTG_473.7_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_9.2283_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_9.2283_Akon	PF01535	PPR repeat
evm.model.CTG_8956.6_Akon	PF14901	Cleavage inducing molecular chaperone
evm.model.CTG_8956.6_Akon	PF00226	DnaJ domain
evm.model.CTG_16593.9_Akon	PF14901	Cleavage inducing molecular chaperone
evm.model.CTG_16593.9_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_9.2041_Akon	PF03109	ABC1 family
evm.model.HIC_ASM_12.3561_Akon	PF00069	Protein kinase domain
evm.model.CTG_8893.2_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_8.3870_Akon	PF01926	50S ribosome-binding GTPase
evm.model.HIC_ASM_8.3870_Akon	PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
evm.model.HIC_ASM_7.4368_Akon	PF08969	USP8 dimerisation domain
evm.model.HIC_ASM_7.4368_Akon	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
evm.model.HIC_ASM_2.5319_Akon	PF00266	Aminotransferase class-V
evm.model.HIC_ASM_2.5310_Akon	PF00266	Aminotransferase class-V
evm.model.HIC_ASM_9.110_Akon	PF00933	Glycosyl hydrolase family 3 N terminal domain
evm.model.HIC_ASM_9.110_Akon	PF01915	Glycosyl hydrolase family 3 C-terminal domain
evm.model.HIC_ASM_9.173_Akon	PF00933	Glycosyl hydrolase family 3 N terminal domain
evm.model.HIC_ASM_9.173_Akon	PF01915	Glycosyl hydrolase family 3 C-terminal domain
evm.model.HIC_ASM_11.1601_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.HIC_ASM_11.1582_Akon	PF00010	Helix-loop-helix DNA-binding domain
