queryid_pep	go_id	go_term	go_domain
evm.model.HIC_ASM_11.1499_Akon	GO:0009733	response to auxin	BP
evm.model.CTG_10751.10_Akon	GO:0009733	response to auxin	BP
evm.model.HIC_ASM_2.7013_Akon	GO:0004565	beta-galactosidase activity	MF
evm.model.HIC_ASM_2.7013_Akon	GO:0009341	beta-galactosidase complex	CC
evm.model.HIC_ASM_2.7013_Akon	GO:0030246	carbohydrate binding	MF
evm.model.HIC_ASM_2.7013_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_11.3441_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_11.641.3_Akon	GO:0003747	translation release factor activity	MF
evm.model.HIC_ASM_11.759_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.759_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_11.857_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.857_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_12.3591_Akon	GO:0008033	tRNA processing	BP
evm.model.HIC_ASM_12.3591_Akon	GO:0055114	obsolete oxidation-reduction process	BP
evm.model.HIC_ASM_12.3591_Akon	GO:0102521	tRNA-4-demethylwyosine synthase activity	MF
evm.model.HIC_ASM_12.3591_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_12.3591_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.3591_Akon	GO:0051539	4 iron, 4 sulfur cluster binding	MF
evm.model.HIC_ASM_12.3591_Akon	GO:0010181	FMN binding	MF
evm.model.CTG_14542.4_Akon	GO:0008033	tRNA processing	BP
evm.model.CTG_14542.4_Akon	GO:0055114	obsolete oxidation-reduction process	BP
evm.model.CTG_14542.4_Akon	GO:0102521	tRNA-4-demethylwyosine synthase activity	MF
evm.model.CTG_14542.4_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_14542.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_14542.4_Akon	GO:0051539	4 iron, 4 sulfur cluster binding	MF
evm.model.CTG_14542.4_Akon	GO:0010181	FMN binding	MF
evm.model.HIC_ASM_5.10989.4_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.10989.4_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_5.10989.4_Akon	GO:0005516	calmodulin binding	MF
evm.model.HIC_ASM_5.10984_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.10984_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_5.10984_Akon	GO:0005516	calmodulin binding	MF
evm.model.HIC_ASM_5.10698_Akon	GO:0030127	COPII vesicle coat	CC
evm.model.HIC_ASM_5.10698_Akon	GO:0005856	cytoskeleton	CC
evm.model.HIC_ASM_5.10698_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_5.10698_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_5.10698_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_5.10698_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_1.34_Akon	GO:0030127	COPII vesicle coat	CC
evm.model.HIC_ASM_1.34_Akon	GO:0005856	cytoskeleton	CC
evm.model.HIC_ASM_1.34_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_1.34_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_1.34_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_1.34_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.CTG_12642.3_Akon	GO:0009523	photosystem II	CC
evm.model.CTG_12642.3_Akon	GO:0016168	chlorophyll binding	MF
evm.model.CTG_12642.3_Akon	GO:0009522	photosystem I	CC
evm.model.CTG_12642.3_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.CTG_12642.3_Akon	GO:0009765	photosynthesis, light harvesting	BP
evm.model.CTG_12642.3_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.CTG_11327_F_1.1_Akon	GO:0003746	translation elongation factor activity	MF
evm.model.CTG_11327_F_1.1_Akon	GO:0003682	chromatin binding	MF
evm.model.CTG_11327_F_1.1_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_4.734_Akon	GO:0003746	translation elongation factor activity	MF
evm.model.HIC_ASM_4.734_Akon	GO:0003682	chromatin binding	MF
evm.model.HIC_ASM_4.734_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.4580_evm.model.HIC_ASM_5.4570_Akon	GO:0003746	translation elongation factor activity	MF
evm.model.HIC_ASM_5.4580_evm.model.HIC_ASM_5.4570_Akon	GO:0003682	chromatin binding	MF
evm.model.HIC_ASM_5.4580_evm.model.HIC_ASM_5.4570_Akon	GO:0005634	nucleus	CC
evm.model.CTG_10273.5_Akon	GO:0005506	iron ion binding	MF
evm.model.CTG_10273.5_Akon	GO:0051536	iron-sulfur cluster binding	MF
evm.model.CTG_10273.5_Akon	GO:0016226	iron-sulfur cluster assembly	BP
evm.model.HIC_ASM_11.232.1_Akon	GO:0005506	iron ion binding	MF
evm.model.HIC_ASM_11.232.1_Akon	GO:0051536	iron-sulfur cluster binding	MF
evm.model.HIC_ASM_11.232.1_Akon	GO:0016226	iron-sulfur cluster assembly	BP
evm.model.HIC_ASM_1.723_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_1.723_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.723_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_0.4172_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_0.4172_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_0.4172_Akon	GO:0008168	methyltransferase activity	MF
evm.model.CTG_11448.2_Akon	GO:0032259	methylation	BP
evm.model.CTG_11448.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_11448.2_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_9.635_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_4.10685_Akon	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
evm.model.HIC_ASM_4.10685_Akon	GO:0008047	enzyme activator activity	MF
evm.model.HIC_ASM_4.10682_Akon	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
evm.model.HIC_ASM_4.10682_Akon	GO:0008047	enzyme activator activity	MF
evm.model.HIC_ASM_0.5937_Akon	GO:0019706	protein-cysteine S-palmitoyltransferase activity	MF
evm.model.HIC_ASM_0.5937_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.9921_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_14445.4_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_12.4887_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_5.2186_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_5.2252_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_10.1022_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_10.1022_Akon	GO:0003677	DNA binding	MF
evm.model.CTG_6317.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_6317.7_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_5.11821_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.11821_Akon	GO:0004177	aminopeptidase activity	MF
evm.model.CTG_19806.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19806.2_Akon	GO:0004177	aminopeptidase activity	MF
evm.model.HIC_ASM_4.9032.5_Akon	GO:0009058	biosynthetic process	BP
evm.model.HIC_ASM_4.9032.5_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.9032.5_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.HIC_ASM_4.9032.5_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_4.9043_Akon	GO:0009058	biosynthetic process	BP
evm.model.HIC_ASM_4.9043_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.9043_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.HIC_ASM_4.9043_Akon	GO:0003824	catalytic activity	MF
evm.model.CTG_3776.7_Akon	GO:0009058	biosynthetic process	BP
evm.model.CTG_3776.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3776.7_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.CTG_3776.7_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_7.899_Akon	GO:0009058	biosynthetic process	BP
evm.model.HIC_ASM_7.899_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_7.899_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.HIC_ASM_7.899_Akon	GO:0003824	catalytic activity	MF
evm.model.CTG_3776.4_Akon	GO:0009058	biosynthetic process	BP
evm.model.CTG_3776.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3776.4_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.CTG_3776.4_Akon	GO:0003824	catalytic activity	MF
evm.model.CTG_3776.15.4_Akon	GO:0009058	biosynthetic process	BP
evm.model.CTG_3776.15.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3776.15.4_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.CTG_3776.15.4_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_4.9039_Akon	GO:0009058	biosynthetic process	BP
evm.model.HIC_ASM_4.9039_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.9039_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.HIC_ASM_4.9039_Akon	GO:0003824	catalytic activity	MF
evm.model.CTG_14293.10_Akon	GO:0003729	mRNA binding	MF
evm.model.CTG_17747.11_Akon	GO:0003729	mRNA binding	MF
evm.model.HIC_ASM_5.10970_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_5.10970_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.CTG_16529.1_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_16529.1_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_0.5275_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_0.5275_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_0.5256_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_0.5256_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_7.1188_Akon	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	MF
evm.model.HIC_ASM_7.1188_Akon	GO:0006729	tetrahydrobiopterin biosynthetic process	BP
evm.model.HIC_ASM_5.11496_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_11.733_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_11.716_Akon	GO:0016301	kinase activity	MF
evm.model.CTG_17011.3_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_0.5016_evm.model.HIC_ASM_0.5017_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_0.5016_evm.model.HIC_ASM_0.5017_Akon	GO:0032259	methylation	BP
evm.model.CTG_10291.8_evm.model.CTG_10291.9_Akon	GO:0008168	methyltransferase activity	MF
evm.model.CTG_10291.8_evm.model.CTG_10291.9_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_5.560_evm.model.HIC_ASM_5.561_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.459.1_Akon	GO:0051119	sugar transmembrane transporter activity	MF
evm.model.HIC_ASM_11.459.1_Akon	GO:0005886	plasma membrane	CC
evm.model.HIC_ASM_11.459.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.388_Akon	GO:0009317	acetyl-CoA carboxylase complex	CC
evm.model.HIC_ASM_3.388_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_3.388_Akon	GO:0006633	fatty acid biosynthetic process	BP
evm.model.HIC_ASM_3.388_Akon	GO:0003989	acetyl-CoA carboxylase activity	MF
evm.model.HIC_ASM_3.2897.3_Akon	GO:0009317	acetyl-CoA carboxylase complex	CC
evm.model.HIC_ASM_3.2897.3_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_3.2897.3_Akon	GO:0006633	fatty acid biosynthetic process	BP
evm.model.HIC_ASM_3.2897.3_Akon	GO:0003989	acetyl-CoA carboxylase activity	MF
evm.model.CTG_14750.4_Akon	GO:0004672	protein kinase activity	MF
evm.model.CTG_14750.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_14750.4_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_11651.10_Akon	GO:0004672	protein kinase activity	MF
evm.model.CTG_11651.10_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_11651.10_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.3256_Akon	GO:0046873	metal ion transmembrane transporter activity	MF
evm.model.HIC_ASM_10.3256_Akon	GO:0009873	ethylene-activated signaling pathway	BP
evm.model.HIC_ASM_10.3256_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.8575.1_Akon	GO:0032447	protein urmylation	BP
evm.model.HIC_ASM_6.8575.1_Akon	GO:0034227	tRNA thio-modification	BP
evm.model.HIC_ASM_6.8575.1_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_6.8575.1_Akon	GO:0002098	tRNA wobble uridine modification	BP
evm.model.HIC_ASM_12.4929_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4920_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_7.7485_evm.model.HIC_ASM_7.7490_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.8504_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.9432_Akon	GO:0019139	cytokinin dehydrogenase activity	MF
evm.model.HIC_ASM_3.9432_Akon	GO:0071949	FAD binding	MF
evm.model.HIC_ASM_3.9432_Akon	GO:0009690	cytokinin metabolic process	BP
evm.model.HIC_ASM_3.9432_Akon	GO:0005615	extracellular space	CC
evm.model.HIC_ASM_3.9426_Akon	GO:0019139	cytokinin dehydrogenase activity	MF
evm.model.HIC_ASM_3.9426_Akon	GO:0071949	FAD binding	MF
evm.model.HIC_ASM_3.9426_Akon	GO:0009690	cytokinin metabolic process	BP
evm.model.HIC_ASM_3.9426_Akon	GO:0005615	extracellular space	CC
evm.model.HIC_ASM_10.372_Akon	GO:0000287	magnesium ion binding	MF
evm.model.HIC_ASM_10.372_Akon	GO:0016868	intramolecular transferase activity, phosphotransferases	MF
evm.model.HIC_ASM_10.372_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.CTG_5330.21_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_5330.21_Akon	GO:0004672	protein kinase activity	MF
evm.model.CTG_5330.21_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.154_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_4.168_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_9.1978_Akon	GO:0042626	ATPase-coupled transmembrane transporter activity	MF
evm.model.HIC_ASM_9.1978_Akon	GO:0016471	vacuolar proton-transporting V-type ATPase complex	CC
evm.model.HIC_ASM_9.1978_Akon	GO:1902600	proton transmembrane transport	BP
evm.model.CTG_7005.8_Akon	GO:0042626	ATPase-coupled transmembrane transporter activity	MF
evm.model.CTG_7005.8_Akon	GO:0016471	vacuolar proton-transporting V-type ATPase complex	CC
evm.model.CTG_7005.8_Akon	GO:1902600	proton transmembrane transport	BP
evm.model.HIC_ASM_3.9002_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_3.9002_Akon	GO:0102726	DIMBOA glucoside beta-D-glucosidase activity	MF
evm.model.HIC_ASM_3.9002_Akon	GO:0008422	beta-glucosidase activity	MF
evm.model.HIC_ASM_3.9002_Akon	GO:0102483	scopolin beta-glucosidase activity	MF
evm.model.HIC_ASM_3.9002_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_4.1293_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.1293_Akon	GO:0006434	seryl-tRNA aminoacylation	BP
evm.model.HIC_ASM_4.1293_Akon	GO:0004828	serine-tRNA ligase activity	MF
evm.model.HIC_ASM_8.2862_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_5.6584_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.636_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.7740_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.7740_Akon	GO:0000166	nucleotide binding	MF
evm.model.HIC_ASM_10.1229_Akon	GO:0015267	channel activity	MF
evm.model.HIC_ASM_10.1229_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_6052.7_Akon	GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	MF
evm.model.CTG_6052.7_Akon	GO:0006011	UDP-glucose metabolic process	BP
evm.model.CTG_18640.7_Akon	GO:0005694	chromosome	CC
evm.model.CTG_18640.7_Akon	GO:0005634	nucleus	CC
evm.model.CTG_18640.7_Akon	GO:0007076	mitotic chromosome condensation	BP
evm.model.CTG_18640.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19155.3_Akon	GO:0005634	nucleus	CC
evm.model.CTG_19155.3_Akon	GO:1990904	ribonucleoprotein complex	CC
evm.model.CTG_19155.3_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_19155.3_Akon	GO:0006396	RNA processing	BP
evm.model.HIC_ASM_4.5342_Akon	GO:0005777	peroxisome	CC
evm.model.HIC_ASM_4.5342_Akon	GO:0004760	serine-pyruvate transaminase activity	MF
evm.model.HIC_ASM_4.5342_Akon	GO:0008453	alanine-glyoxylate transaminase activity	MF
evm.model.HIC_ASM_4.5342_Akon	GO:0019265	glycine biosynthetic process, by transamination of glyoxylate	BP
evm.model.HIC_ASM_1.1433_Akon	GO:0015986	ATP synthesis coupled proton transport	BP
evm.model.HIC_ASM_1.1433_Akon	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	CC
evm.model.HIC_ASM_1.1433_Akon	GO:0015078	proton transmembrane transporter activity	MF
evm.model.HIC_ASM_7.1777_Akon	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	MF
evm.model.HIC_ASM_7.1777_Akon	GO:0006351	transcription, DNA-templated	BP
evm.model.HIC_ASM_7.1777_Akon	GO:0032549	ribonucleoside binding	MF
evm.model.HIC_ASM_7.1777_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_7.1777_Akon	GO:0003677	DNA binding	MF
evm.model.CTG_18713.1_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_18713.1_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_0.5423_Akon	GO:0016740	transferase activity	MF
evm.model.CTG_13777.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_13777.2_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.HIC_ASM_12.729_Akon	GO:0007017	microtubule-based process	BP
evm.model.HIC_ASM_12.729_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_12.729_Akon	GO:0005200	structural constituent of cytoskeleton	MF
evm.model.HIC_ASM_12.729_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_1.9738_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.9738_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_1.6110_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.6110_Akon	GO:0004672	protein kinase activity	MF
evm.model.CTG_13427.6_Akon	GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	CC
evm.model.CTG_13427.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_13427.6_Akon	GO:0045039	protein insertion into mitochondrial inner membrane	BP
evm.model.HIC_ASM_11.2537_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_11.2537_Akon	GO:0022625	cytosolic large ribosomal subunit	CC
evm.model.HIC_ASM_11.2537_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_2411.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.786_Akon	GO:0004619	phosphoglycerate mutase activity	MF
evm.model.HIC_ASM_6.786_Akon	GO:0006096	glycolytic process	BP
evm.model.HIC_ASM_9.9481_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_8.5610_Akon	GO:0006694	steroid biosynthetic process	BP
evm.model.HIC_ASM_8.5610_Akon	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	MF
evm.model.HIC_ASM_1.2429_Akon	GO:0055114	obsolete oxidation-reduction process	BP
evm.model.HIC_ASM_3.7539_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_6.9394_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.6897_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_10840.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.7577_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.HIC_ASM_3.7577_Akon	GO:0030151	molybdenum ion binding	MF
evm.model.HIC_ASM_3.7577_Akon	GO:0043546	molybdopterin cofactor binding	MF
evm.model.HIC_ASM_5.9602_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_6.4699_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.4699_Akon	GO:0005347	ATP transmembrane transporter activity	MF
evm.model.HIC_ASM_2.2107.1_Akon	GO:0006635	fatty acid beta-oxidation	BP
evm.model.HIC_ASM_2.2107.1_Akon	GO:0005777	peroxisome	CC
evm.model.HIC_ASM_2.2107.1_Akon	GO:0003997	acyl-CoA oxidase activity	MF
evm.model.HIC_ASM_2.2107.1_Akon	GO:0071949	FAD binding	MF
evm.model.CTG_19997.3_Akon	GO:0051017	actin filament bundle assembly	BP
evm.model.CTG_19997.3_Akon	GO:0051015	actin filament binding	MF
evm.model.HIC_ASM_12.5134_Akon	GO:0051017	actin filament bundle assembly	BP
evm.model.HIC_ASM_12.5134_Akon	GO:0051015	actin filament binding	MF
evm.model.HIC_ASM_2.6759.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_2.3060_Akon	GO:0050896	response to stimulus	BP
evm.model.HIC_ASM_2.3060_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_2.3060_Akon	GO:0009881	photoreceptor activity	MF
evm.model.HIC_ASM_12.3998_Akon	GO:0050896	response to stimulus	BP
evm.model.HIC_ASM_12.3998_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_12.3998_Akon	GO:0009881	photoreceptor activity	MF
evm.model.HIC_ASM_2.960_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_10376.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_0.1914_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.493_Akon	GO:0006869	lipid transport	BP
evm.model.HIC_ASM_6.715_Akon	GO:0003879	ATP phosphoribosyltransferase activity	MF
evm.model.HIC_ASM_6.715_Akon	GO:0000287	magnesium ion binding	MF
evm.model.HIC_ASM_6.715_Akon	GO:0000105	histidine biosynthetic process	BP
evm.model.HIC_ASM_6.715_Akon	GO:0005737	cytoplasm	CC
evm.model.CTG_14913.8_Akon	GO:0003879	ATP phosphoribosyltransferase activity	MF
evm.model.CTG_14913.8_Akon	GO:0000287	magnesium ion binding	MF
evm.model.CTG_14913.8_Akon	GO:0000105	histidine biosynthetic process	BP
evm.model.CTG_14913.8_Akon	GO:0005737	cytoplasm	CC
evm.model.CTG_11750.2_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_11750.2_Akon	GO:0005840	ribosome	CC
evm.model.CTG_11750.2_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_1.933_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_1.933_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_1.933_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_1.933_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_7.629_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_7.629_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_7.629_Akon	GO:0006412	translation	BP
